Sample_ID,Island,Latitude_degrees_N,Longitude_degrees_E,Rock_name,Al2O3_percent,Cr_ppm,Rb_ppm
s_LGV13 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],14.25,144,11.8
s_111840 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],13.29,144,14
s_D70C [21895],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),1.44,-90.75,BASALT [21895],13.52,145,9
s_E12_LEACHED [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28,-15.6,BASALT [856],13.97,145,10.7
s_T2 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28,-15.6,BASALT [856],14.19,145,21.6
s_HK-30 [20654],HAWAIIAN ISLANDS / MAUI / HALEAKALA / REJUVENATED STAGE / HANA SERIES,20.74,-156.2,BASANITE [20654],15.55,145,42.8
s_21R [16348],MARQUESAS / HIVA OA / TEMETIU / SHIELD STAGE,-9.79,-139.13,"THOLEIITE, OLIVINE [16348]",14.05,145,46
s_PX0806 [23491],AZORES / PICO ALTO,38.43,-28.11,BASALT [23491],16.35,145.03,18.71
s_GAK38 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - AUKENA,-23.14,-135,THOLEIITE [19648],15.1,146,2.7
s_IB2110 [12148],ICELAND / ICELAND,65.09,-14.82,NOT GIVEN [12148],14.79,146,4.68
s_I2208 [12148],ICELAND / ICELAND,65.16,-14.15,NOT GIVEN [12148],14.78,146,4.93
s_D722.2 [789],MARQUESAS / EIAO,-8,-140.67,"THOLEIITE, QUARTZ [789]",13.35,146,5
H74,St. Helena,-15.95,-5.7,Basalt,15.08,146.03,22
RRT13,Rurutu,-22.42,-151.33,,14.36,146.35,26.56
s_T323-R21 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,22.28,-160.22,BASALT [12504] / NOT GIVEN [19774],16.31,147,6.7
s_CA90-15 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.87,-91.35,BASALT [10282],15.61,147,9
s_GRZF19 [18928],AZORES / GRACIOSA / VULCAO CENTRAL,39.05,-28.05,NOT GIVEN [18928],17.43,147,26
s_19-8 [1182],MARQUESAS / TAHUATA,-9.97,-139.08,BASANITE [1182],13.74,147,77
s_503 [9565],ICELAND / ICELAND / CENTRAL ICELAND RIFT ZONE,64.74,-20.83,"THOLEIITE, OLIVINE [9565]",16,148,1.2
s_E97131 [6186] / s_E97-131 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],16.79,148,10.75
s_32184 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,"BASALT, ALKALINE [520]",15.65,148,44
s_P8 [756],PITCAIRN-GAMBIER CHAIN / PITCAIRN / SHIELD STAGE / TEDSIDE VOLCANICS,-25.07,-130.1,"BASALT, ALKALINE [756] / BASALT [23139]",15.93,149.83,27.17
s_P-13-4 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],13.23,149.9,38.04
s_KW-19 [198],HAWAIIAN ISLANDS / KAHOOLAWE / SHIELD STAGE,20.54,-156.55,THOLEIITE [198],14.09,150,6
s_648-2 [12578],CANARY ISLANDS / LA PALMA,28.31,-17.78,BASALT [12578],16.75,150,9
s_D56A [11695],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.14,-91.15,BASALT [11695],13.46,150,11
s_G38 [778],PITCAIRN-GAMBIER CHAIN / AUKENA,-23.14,-134.55,BASALT [778],15.35,151,2.67
s_LGV03 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],14.65,151,19.3
s_74 [481],ST. HELENA CHAIN / ST. HELENA / MAIN SHIELD VOLCANO (SOUTHWESTERN VOLCANO) / SHIELD STAGE,-15.95,-5.7,"BASALT, ALKALINE [481]",15.23,151,21
s_TLP 64-1 [19949],CANARY ISLANDS / LA PALMA,28.5,-18,BASANITE [19949],15.15,151,52
s_IC-152 [2260] / s_IC-152_UNLEACHED [2260],ICELAND / ICELAND,64.75,-17.63,BASALT [2260],17.24,151.74,0.36
s_G192-18 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / DARWIN VOLCANO,-0.21,-91.39,THOLEIITE [10282],16.74,152,3.61
s_J2-13-06 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.42,-155.99,THOLEIITE [9393],13.88,152,5.8
"s_121-757C-9R-7,78-82 [998] / s_121-757C-9R-7,78-82 (F5) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],21.96,152,17.7
s_SM9716 [10567] / s_SM 9716 [16704],AZORES / SAO MIGUEL,37.77,-25.16,BASALT [10567],14.69,152,55.3
s_UP82 [8489],MARQUESAS / UA POU,-9.42,-140,BASANITE [8489],14.2,152,96
s_M22 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.3123,57.53,NOT GIVEN [15682],15.5,152.5,13.3
s_TS730.5 [1006],PITCAIRN-GAMBIER CHAIN / FANGATAUFA,-22.29,-138.54,THOLEIITE [1006],14.78,153,10
s_I1503 [12148],ICELAND / ICELAND,65.03,-13.6,NOT GIVEN [12148],15.58,153,11.4
s_S7 [696],AZORES / SAO MIGUEL / AGUA DE PAO / FOGO A ERUPTION,37.8,-25.5,"BASALT, ALKALINE [696] / NOT GIVEN [21958]",15.15,153,45
s_5V [16348],MARQUESAS / HIVA OA / TAAOA / SHIELD STAGE,-9.86,-139.05,"THOLEIITE, OLIVINE [16348]",14.64,153,51
s_P-12-3 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],13.67,153.66,23.52
s_I2210 [12148],ICELAND / ICELAND,65.16,-14.26,NOT GIVEN [12148],13.6,154,2.19
s_70NII-23 [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,21.93,-160.08,NOT GIVEN [19774],15.22,154,6.3
s_I1313 [12148],ICELAND / ICELAND,64.69,-14.65,NOT GIVEN [12148],13.65,155,1.13
s_GM92-59 [973],KERGUELEN / FOCH / MOUNT BUREAU,-48.55,68.5,"BASALT, TRANSITIONAL [973] / BASALT [5176]",15.46,155,3.8
s_NSK97-214 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.3,-91.63,BASALT [10282] / NOT GIVEN [16249],14.77,155,7.59
s_314 [13086] / s_121-314 [14545],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,15.14,-23.69,BASANITE [13086],13.41,155,45
s_32182 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,"BASALT, ALKALINE [520]",15.68,155,45
"s_121-757C-9R-8,54-59 [998] / s_121-757C-9R-8,54-59 (F5) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],22.04,157,22
H86,St. Helena,-15.95,-5.7,Trachybasalt,15.6,157.1,28
s_G192-5 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,-0.64,-90.92,BASALT [10282] / THOLEIITE [1497],13.97,158,7.48
s_TH18 [16348] / s_TH18-TE30 [24718],MARQUESAS / TAHUATA / VAITAHU / SHIELD STAGE,-9.93,-139.1,"THOLEIITE, OLIVINE [16348] / THOLEIITE [24718]",14.6,158.19,43.69
ATU113,Atiu,-19.98,-158.1,,15.58,158.98,38.1
s_H36 [9565],ICELAND / ICELAND,63.89,-22.42,"THOLEIITE, QUARTZ [9565]",13.91,159,3.7
s_T326-R19 [13316],HAWAIIAN ISLANDS / OAHU / WAIANAE,21.39,-158.47,THOLEIITE [13316],14.73,159,8.4
s_KOL48 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.34,-157.85,NOT GIVEN [11395],13.91,159,10.3
s_69TAN-2 [344],HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES,21.34,-157.85,THOLEIITE [344],15.29,160,2.11
s_E9788 [6186] / s_E97-88 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],16.4,160,8
s_93-392 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.5,70.5,"BASALT, TRANSITIONAL [5174] / BASALT [5176]",14.02,160,8.5
s_D51C [11695],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.24,-91.16,BASALT [11695],13.59,160,14
s_112 [216] / s_KAH 112 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.5,-156.67,"BASALT, ALKALINE [216]",15.99,160,23
s_CY-11 [16910],CAPE VERDE ISLANDS / BRAVA,14.86,-24.75,"NEPHELINITE, MELILITE [16910] / BASALT [18904]",9.7,161,13
s_PMT-88 [15668],AZORES / TERCEIRA,38.72,-27.22,BASALT [15668],13.89,161,25
s_Z150 [651],CAPE VERDE ISLANDS / SANTIAGO,14.9,-24.3,BASALT [651],13.78,161,41
s_ZI59 [726],CAPE VERDE ISLANDS / SANTIAGO / FLAMENGOS  FORMATION,14.9,-24.3,BASANITE [726],13.78,161,41
s_D49A [21895],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / SIERRA NEGRA,1.3,-91.2,BASALT [21895],13.52,162,10
s_LGV15 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],14.49,162,15.8
s_U19 [6967],SAMOAN ISLANDS / UPOLU,-13.94,-171.99,BASALT [6967],15.63,162,21.9
s_TF115 [1501],CANARY ISLANDS / TENERIFE,28.54,-16.2,BASALT [1501],15.16,162,23
s_IB1608 [12148],ICELAND / ICELAND,65.14,-13.77,NOT GIVEN [12148],15.19,163,1.34
s_G192-26 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.39,-91.37,BASALT [10282] / THOLEIITE [1497],15.62,163,8.91
s_RA-4 [452],AUSTRAL-COOK ISLANDS / RAPA,-27.58,-144.33,BASALT [452],15.9,163,20
s_02AHU-3 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.68,-155.83,BASALT [14053],14.99,163,33.9
G136,Gough,-40.32,-9.93,Trachybasalt,15.05,163.02,58
s_64K [1624],MARQUESAS / NUKU HIVA,-8.93,-140,HAWAIITE [1624],15.25,165,46
H28,St. Helena,-15.95,-5.7,Basanite,15.11,165.7,24
G110,Gough,-40.32,-9.93,Trachybasalt,13.82,165.91,40
s_93-402 [5174],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT DE LA TOURMENTE,-49.5,70.5,"BASALT, TRANSITIONAL [5174]",13.99,166,3.2
s_NSK97-211 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.31,-91.56,BASALT [10282],14.53,166,7.65
s_I1405 [12148],ICELAND / ICELAND,64.65,-14.43,NOT GIVEN [12148],14.03,166,8.01
s_02AMK-7 [14053],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE,19.94,-155.47,BASALT [14053],13.8,166,21.1
s_J2-13-08 [9393],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.44,-155.96,THOLEIITE [9393],13.93,167,5.8
s_H65-4 [322],HAWAIIAN ISLANDS / MAUI / HALEAKALA / POST-SHIELD STAGE / KULA SERIES,20.72,-156.17,"BASALT, ALKALINE [322]",14.28,167,19.9
s_I2105 [12148],ICELAND / ICELAND,64.91,-15.29,NOT GIVEN [12148],14.75,168,3.16
s_H-3 [41] / s_H3 [15719],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / POST-SHIELD STAGE / HAMAKUA SERIES,19.5,-155.7,BASALT [41] / THOLEIITE [157] / NOT GIVEN [15719],13.39,168,10.2
s_T2 [696],AZORES / TERCEIRA,38.8,-27.32,"BASALT, ALKALINE [696] / BASALT [1190]",15.09,168,12.3
s_K208-11 [9013],HAWAIIAN ISLANDS / HAWAII / KILAUEA,19.15,-155.11,"BASALT, TRANSITIONAL [9013] / BASALT [9014] / BASALT, ALKALINE [9012]",13.91,168,12.65
s_M8ACIDWASHED [1199] / s_MG-8 [17353],AUSTRAL-COOK ISLANDS / MANGAIA,-21.93,-157.93,"BASALT, ALKALINE [1199]",14.16,168,18.2
s_RU-11 [452],AUSTRAL-COOK ISLANDS / RURUTU,-22.42,-151.33,"BASALT, OLIVINE [452]",14.2,169,13
s_116534 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],14.51,169,26.6
s_RP16 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.6,BASALT [1230],15.04,170,15
s_GRZF3 [18928],AZORES / GRACIOSA / VITORIA UNIT,39.05,-28.05,NOT GIVEN [18928],15.81,170,33
s_842-75 [13440],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.75,BASALT [13440] / NOT GIVEN [16975],14.3,170.74,20.49
s_H23 [9565],ICELAND / ICELAND / EASTERN ICELAND RIFT ZONE,65.07,-16.4,"THOLEIITE, QUARTZ [9565]",13.92,171,5
s_UB-15 [10565],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / UWEKAHUNA FORMATION,19.4,-155.27,NOT GIVEN [10565],13.5,171,6.19
"s_121-757C-9R-1,105-109 [998] / s_121-757C-9R-1,105-109 (F2) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 757,-17.023,88.03,BASALT [998],22.21,172,1.4
s_G192-27 [10282],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.43,-91.39,BASALT [10282] / THOLEIITE [1497],15.11,172,8.5
s_116533 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],14.45,172,32.9
s_AG99-38 [7525],KERGUELEN / KERGUELEN ARCHIPELAGO / AUBERT DE LA R‹E,-49.9,69.64,"BASALT, ALKALINE [7525]",15.63,172,36.3
T114,TRISTAN DA CUNHA GROUP / TRISTAN DA CUNHA,-37.12,-12.28,ankaramite,12.38,172,37
s_NSK97-246 [10282],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.37,-90.59,BASALT [10282],16.95,174,3.89
s_299-04 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.36,-159.55,THOLEIITE [19624],14.24,174,4
s_LGV20 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],14.88,174,14.4
s_AZP-03-09 [16224],AZORES / PICO,38.59,-28.32,"BASALT, ALKALINE [16224]",15.81,174.41,32.45
s_IB1404 [12148],ICELAND / ICELAND,64.62,-14.82,NOT GIVEN [12148],14.96,175,0.83
s_RR28 [811],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,BASANITE [811],13.1,175,20
s_IB1606 [12148],ICELAND / ICELAND,65.14,-13.77,NOT GIVEN [12148],14.15,176,3.22
s_I1507 [12148],ICELAND / ICELAND,65.02,-13.72,NOT GIVEN [12148],15.24,176,5.95
s_Q9 [9565],ICELAND / ICELAND / TR÷LLADYNGJA / CENTRAL ICELAND RIFT ZONE,64.86,-17.6,"THOLEIITE, OLIVINE [9565]",14.24,177,2.7
s_M9ACIDWASHED [1199] / s_MG-9 [17353],AUSTRAL-COOK ISLANDS / MANGAIA,-21.93,-157.93,DOLERITE [1199],13.5,177,27.3
s_116531 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],14.4,177,33.3
s_I1302 [12148],ICELAND / ICELAND,64.6,-14.42,NOT GIVEN [12148],15.63,178,6
s_E97108 [6186] / s_E97-108 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],14.7,178,9
s_E9711 [6186] / s_E97-11 [6186],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.55,BASALT [6186],16.73,178,10
s_116532 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],14.44,178,35
s_BY96-81 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],15.56,179,2.3
s_MR95-03 [7412],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.35,57.74,"BASALT, ALKALINE [7412] / OCEANITE [4686]",15.1,179,27
s_M-50 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.5,BASALT [7878],14.81,179,33.8
s_111709 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17,-25,BASANITE [8504],12.32,179,37
s_27860 [520],TRISTAN DA CUNHA GROUP / INACCESSIBLE,-37.32,-12.73,TRACHYBASALT [520],16.03,179,69
s_SJ31B [696],AZORES / SAO JORGE,38.67,-28.05,"BASALT, ALKALINE [696] / NOT GIVEN [21396]",15.58,180,21
G135,Gough,-40.32,-9.93,Trachybasalt,14.76,180.08,54
"s_121-758A-60R-1,122-126 [998] / s_121-758A-60R-1,122-126 (F3) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758,5.384,90.361,BASALT [998],14.33,182,0.61
s_SUC55 [2992],ICELAND / ICELAND,66.02,-23.79,BASALT [2992],13.77,182,2.8
s_I1301 [12148],ICELAND / ICELAND,64.6,-14.42,NOT GIVEN [12148],15.58,182,4.78
s_5437_UNLEACHED [1176],AUSTRAL-COOK ISLANDS / TUBUAI / HANAREHO,-23.38,-149.51,"BASALT, ALKALINE [1176]",12.82,182,69
s_P-12-2 [24239],CAROLINE ISLANDS / PONAPE,6.9,158.25,NOT GIVEN [24239],14.72,182.16,19.67
"s_121-758A-67R-4,31-35 [998] / s_121-758A-67R-4,31-35 (F14) [19647]",NINETYEAST RIDGE / NINETYEAST RIDGE / SITE 758,5.384,90.361,BASALT [998],14.8,183,0.2
s_I1310 [12148],ICELAND / ICELAND,64.68,-14.61,NOT GIVEN [12148],14.09,184,8.84
s_T316-R21 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.77,-159.54,NOT GIVEN [19774],14.29,184,20
s_M-70 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.5,BASALT [7878],14.59,184,40
RRT01,Rurutu,-22.42,-151.33,,13.07,184.91,8.56
s_08DSG12 [20505],"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.33,-90.58,BASALT [20505],16.94,185,2.23
